bug: apr_signal_description_get in ap_process_child_status, pair: (apr_proc_wait, apr_signal_description_get), support: 3, confidence: 75.00%
bug: apr_ctime in ap_log_assert, pair: (ap_log_error_, apr_ctime), support: 12, confidence: 92.31%
bug: apr_pollset_remove in join_workers, pair: (ap_log_error_, apr_pollset_remove), support: 5, confidence: 71.43%
bug: apr_pollset_remove in process_timeout_queue, pair: (ap_log_error_, apr_pollset_remove), support: 5, confidence: 71.43%
bug: ap_get_scoreboard_process in ap_get_sload, pair: (ap_get_scoreboard_process, ap_log_error_), support: 4, confidence: 80.00%
bug: apr_signal in fatal_signal_cleanup, pair: (ap_log_error_, apr_signal), support: 4, confidence: 66.67%
bug: apr_signal in sig_coredump, pair: (ap_log_error_, apr_signal), support: 4, confidence: 66.67%
bug: ap_update_mtime in default_handler, pair: (ap_update_mtime, apr_pstrdup), support: 8, confidence: 88.89%
bug: ap_update_mtime in default_handler, pair: (ap_update_mtime, apr_table_do), support: 8, confidence: 88.89%
bug: ap_update_mtime in default_handler, pair: (ap_update_mtime, apr_table_set), support: 8, confidence: 88.89%
bug: apr_table_set in ap_args_to_table, pair: (ap_update_mtime, apr_table_set), support: 8, confidence: 88.89%
bug: ap_update_mtime in default_handler, pair: (ap_log_rerror_, ap_update_mtime), support: 7, confidence: 77.78%
bug: ap_update_mtime in ap_scan_script_header_err_core_ex, pair: (ap_log_rerror_, ap_update_mtime), support: 7, confidence: 77.78%
bug: ap_update_mtime in default_handler, pair: (ap_set_content_type, ap_update_mtime), support: 7, confidence: 77.78%
bug: ap_update_mtime in ap_scan_script_header_err_core_ex, pair: (ap_set_content_type, ap_update_mtime), support: 7, confidence: 77.78%
bug: ap_update_mtime in default_handler, pair: (ap_update_mtime, strcasecmp), support: 8, confidence: 88.89%
bug: ap_update_mtime in default_handler, pair: (ap_set_last_modified, ap_update_mtime), support: 7, confidence: 77.78%
bug: ap_update_mtime in ap_scan_script_header_err_core_ex, pair: (ap_set_last_modified, ap_update_mtime), support: 7, confidence: 77.78%
bug: ap_run_post_read_request in internal_internal_redirect, pair: (ap_run_post_read_request, apr_pmemdup), support: 3, confidence: 75.00%
bug: ap_finalize_request_protocol in ap_die, pair: (ap_finalize_request_protocol, apr_pmemdup), support: 5, confidence: 71.43%
bug: ap_finalize_request_protocol in internal_internal_redirect, pair: (ap_finalize_request_protocol, apr_pmemdup), support: 5, confidence: 71.43%
bug: internal_internal_redirect in ap_die, pair: (apr_pmemdup, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in internal_internal_redirect, pair: (apr_pmemdup, internal_internal_redirect), support: 4, confidence: 66.67%
bug: ap_scan_http_field_content in ap_get_mime_headers, pair: (ap_scan_http_field_content, log_error_core), support: 4, confidence: 80.00%
bug: ap_scan_http_field_content in ap_get_mime_headers, pair: (ap_escape_html2, ap_scan_http_field_content), support: 4, confidence: 80.00%
bug: ap_scan_vchar_obstext in ap_process_http_connection, pair: (ap_scan_http_field_content, ap_scan_vchar_obstext), support: 3, confidence: 75.00%
bug: ap_scan_http_field_content in check_headers_table, pair: (ap_scan_http_field_content, apr_table_do), support: 4, confidence: 80.00%
bug: ap_scan_http_token in ap_process_http_connection, pair: (ap_scan_http_field_content, ap_scan_http_token), support: 5, confidence: 83.33%
bug: ap_scan_http_field_content in ap_get_mime_headers, pair: (ap_scan_http_field_content, apr_pvsprintf), support: 4, confidence: 80.00%
bug: apr_file_dup2 in ap_error_log2stderr, pair: (apr_file_dup2, log_error_core), support: 3, confidence: 75.00%
bug: apr_file_dup2 in ap_open_logs, pair: (apr_file_dup2, apr_file_open_stderr), support: 3, confidence: 75.00%
bug: apr_file_dup2 in ap_error_log2stderr, pair: (apr_file_dup2, apr_file_flush), support: 3, confidence: 75.00%
bug: apr_file_dup2 in ap_error_log2stderr, pair: (apr_file_dup2, apr_file_open), support: 3, confidence: 75.00%
bug: ap_run_post_read_request in internal_internal_redirect, pair: (ap_run_post_read_request, ap_unescape_url), support: 3, confidence: 75.00%
bug: ap_no2slash in ap_process_request_internal, pair: (ap_no2slash, ap_unescape_url), support: 7, confidence: 87.50%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_run_insert_filter, ap_unescape_url), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_run_insert_filter, ap_unescape_url), support: 4, confidence: 66.67%
bug: ap_run_header_parser in ap_process_request_internal, pair: (ap_run_header_parser, ap_unescape_url), support: 7, confidence: 87.50%
bug: ap_getparents in ap_process_request_internal, pair: (ap_getparents, ap_unescape_url), support: 7, confidence: 87.50%
bug: internal_internal_redirect in ap_die, pair: (ap_unescape_url, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in internal_internal_redirect, pair: (ap_unescape_url, internal_internal_redirect), support: 4, confidence: 66.67%
bug: ap_unescape_url in ap_process_async_request, pair: (ap_make_method_list, ap_unescape_url), support: 6, confidence: 85.71%
bug: ap_make_method_list in ap_process_http_connection, pair: (ap_make_method_list, ap_unescape_url), support: 6, confidence: 85.71%
bug: ap_run_post_read_request in internal_internal_redirect, pair: (ap_is_recursion_limit_exceeded, ap_run_post_read_request), support: 3, confidence: 75.00%
bug: ap_run_post_read_request in internal_internal_redirect, pair: (ap_run_post_read_request, ap_unescape_url_keep2f), support: 3, confidence: 75.00%
bug: ap_run_post_read_request in internal_internal_redirect, pair: (ap_no2slash, ap_run_post_read_request), support: 3, confidence: 75.00%
bug: ap_run_post_read_request in internal_internal_redirect, pair: (ap_run_insert_filter, ap_run_post_read_request), support: 3, confidence: 75.00%
bug: ap_run_post_read_request in internal_internal_redirect, pair: (ap_run_header_parser, ap_run_post_read_request), support: 3, confidence: 75.00%
bug: ap_run_post_read_request in internal_internal_redirect, pair: (ap_parse_uri, ap_run_post_read_request), support: 3, confidence: 75.00%
bug: ap_run_post_read_request in internal_internal_redirect, pair: (ap_getparents, ap_run_post_read_request), support: 3, confidence: 75.00%
bug: internal_internal_redirect in ap_process_async_request, pair: (ap_run_post_read_request, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in ap_die, pair: (ap_run_post_read_request, internal_internal_redirect), support: 4, confidence: 66.67%
bug: ap_run_post_read_request in internal_internal_redirect, pair: (ap_make_method_list, ap_run_post_read_request), support: 3, confidence: 75.00%
bug: __ctype_toupper_loc in http2env, pair: (__ctype_toupper_loc, apr_pstrdup), support: 7, confidence: 77.78%
bug: __ctype_toupper_loc in ap_str_toupper, pair: (__ctype_toupper_loc, apr_pstrdup), support: 7, confidence: 77.78%
bug: apr_pool_userdata_setn in include_config, pair: (apr_brigade_cleanup, apr_pool_userdata_setn), support: 5, confidence: 83.33%
bug: apr_pool_userdata_setn in include_config, pair: (ap_pass_brigade, apr_pool_userdata_setn), support: 5, confidence: 83.33%
bug: apr_pool_userdata_setn in include_config, pair: (apr_brigade_create, apr_pool_userdata_setn), support: 5, confidence: 83.33%
bug: apr_pool_userdata_setn in ap_http_header_filter, pair: (apr_pool_userdata_setn, apr_time_now), support: 4, confidence: 66.67%
bug: apr_pool_userdata_setn in include_config, pair: (apr_pool_userdata_setn, apr_time_now), support: 4, confidence: 66.67%
bug: apr_pool_userdata_setn in ap_process_request_after_handler, pair: (ap_log_rerror_, apr_pool_userdata_setn), support: 4, confidence: 66.67%
bug: apr_pool_userdata_setn in include_config, pair: (ap_log_rerror_, apr_pool_userdata_setn), support: 4, confidence: 66.67%
bug: apr_file_flush in ap_open_logs, pair: (apr_file_flush, apr_vsnprintf), support: 7, confidence: 70.00%
bug: apr_file_flush in ap_replace_stderr_log, pair: (apr_file_flush, apr_vsnprintf), support: 7, confidence: 70.00%
bug: apr_file_flush in main, pair: (apr_file_flush, apr_vsnprintf), support: 7, confidence: 70.00%
bug: ap_find_module_short_name in log_module_name, pair: (ap_find_module_short_name, apr_vsnprintf), support: 7, confidence: 87.50%
bug: ap_escape_errorlog_item in log_env_var, pair: (ap_escape_errorlog_item, apr_vsnprintf), support: 7, confidence: 70.00%
bug: ap_escape_errorlog_item in log_note, pair: (ap_escape_errorlog_item, apr_vsnprintf), support: 7, confidence: 70.00%
bug: ap_escape_errorlog_item in log_header, pair: (ap_escape_errorlog_item, apr_vsnprintf), support: 7, confidence: 70.00%
bug: apr_vsnprintf in log_error_core, pair: (apr_vsnprintf, log_apr_status), support: 6, confidence: 85.71%
bug: apr_socket_opt_set in ap_lingering_close, pair: (apr_socket_opt_set, log_error_core), support: 11, confidence: 84.62%
bug: apr_socket_opt_set in ap_process_http_connection, pair: (apr_socket_opt_set, log_error_core), support: 11, confidence: 84.62%
bug: apr_procattr_error_check_set in ap_open_piped_log_ex, pair: (apr_procattr_error_check_set, log_error_core), support: 4, confidence: 80.00%
bug: apr_atomic_cas32 in signal_threads, pair: (apr_atomic_cas32, log_error_core), support: 5, confidence: 71.43%
bug: apr_atomic_cas32 in ap_queue_info_try_get_idler, pair: (apr_atomic_cas32, log_error_core), support: 5, confidence: 71.43%
bug: apr_pool_clear in ap_queue_info_push_pool, pair: (apr_pool_clear, log_error_core), support: 6, confidence: 66.67%
bug: apr_pool_clear in ap_queue_info_set_idle, pair: (apr_pool_clear, log_error_core), support: 6, confidence: 66.67%
bug: apr_pool_clear in setaside_remaining_output, pair: (apr_pool_clear, log_error_core), support: 6, confidence: 66.67%
bug: ap_escape_html2 in ap_send_error_response, pair: (ap_escape_html2, log_error_core), support: 46, confidence: 95.83%
bug: ap_escape_html2 in ap_add_common_vars, pair: (ap_escape_html2, log_error_core), support: 46, confidence: 95.83%
bug: ap_scan_vchar_obstext in ap_process_http_connection, pair: (ap_scan_vchar_obstext, log_error_core), support: 3, confidence: 75.00%
bug: ap_scan_http_token in ap_process_http_connection, pair: (ap_scan_http_token, log_error_core), support: 4, confidence: 66.67%
bug: ap_scan_http_token in ap_get_mime_headers, pair: (ap_scan_http_token, log_error_core), support: 4, confidence: 66.67%
bug: apr_procattr_dir_set in ap_open_piped_log_ex, pair: (apr_procattr_dir_set, log_error_core), support: 4, confidence: 66.67%
bug: apr_procattr_dir_set in ap_get_exec_line, pair: (apr_procattr_dir_set, log_error_core), support: 4, confidence: 66.67%
bug: apr_pollset_remove in signal_threads, pair: (apr_pollset_remove, log_error_core), support: 6, confidence: 85.71%
bug: ap_calloc in core_optional_fn_retrieve, pair: (ap_calloc, log_error_core), support: 3, confidence: 75.00%
bug: apr_pvsprintf in ap_log_rerror_, pair: (apr_pvsprintf, log_error_core), support: 46, confidence: 97.87%
bug: apr_pool_pre_cleanup_register in ap_unixd_mpm_get_retained_data, pair: (apr_pool_pre_cleanup_register, log_error_core), support: 6, confidence: 66.67%
bug: apr_pool_pre_cleanup_register in ap_bucket_eor_create, pair: (apr_pool_pre_cleanup_register, log_error_core), support: 6, confidence: 66.67%
bug: apr_pool_pre_cleanup_register in ap_process_request_after_handler, pair: (apr_pool_pre_cleanup_register, log_error_core), support: 6, confidence: 66.67%
bug: apr_table_setn in ap_byterange_filter, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_send_error_response, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_set_accept_ranges, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in set_accf_map, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_make_etag, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_get_mime_headers, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_die, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_log_rerror_, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_add_common_vars, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_file_walk, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_internal_redirect, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in core_map_to_storage, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in create_core_server_config, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_set_last_modified, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_internal_redirect_handler, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_add_cgi_vars, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_send_http_options, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in set_define, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_set_etag, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_set_keepalive, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in core_upgrade_storage, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_set_content_length, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_send_http_trace, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_setn in ap_location_walk, pair: (apr_table_setn, log_error_core), support: 47, confidence: 66.20%
bug: apr_table_clear in core_upgrade_storage, pair: (apr_table_clear, log_error_core), support: 6, confidence: 75.00%
bug: apr_table_clear in ap_send_error_response, pair: (apr_table_clear, log_error_core), support: 6, confidence: 75.00%
bug: apr_pool_userdata_set in ap_unixd_mpm_get_retained_data, pair: (apr_pool_userdata_set, log_error_core), support: 4, confidence: 66.67%
bug: apr_pool_userdata_set in ap_retained_data_create, pair: (apr_pool_userdata_set, log_error_core), support: 4, confidence: 66.67%
bug: apr_signal in fatal_signal_cleanup, pair: (apr_signal, log_error_core), support: 5, confidence: 83.33%
bug: apr_file_open in file_func, pair: (apr_file_open, log_error_core), support: 10, confidence: 76.92%
bug: apr_file_open in ap_process_resource_config, pair: (apr_file_open, log_error_core), support: 10, confidence: 76.92%
bug: apr_file_open in ap_open_htaccess, pair: (apr_file_open, log_error_core), support: 10, confidence: 76.92%
bug: apr_procattr_cmdtype_set in ap_get_exec_line, pair: (apr_procattr_cmdtype_set, apr_procattr_error_check_set), support: 5, confidence: 71.43%
bug: apr_procattr_cmdtype_set in ap_os_create_privileged_process, pair: (apr_procattr_cmdtype_set, apr_procattr_error_check_set), support: 5, confidence: 71.43%
bug: apr_procattr_cmdtype_set in ap_os_create_privileged_process, pair: (apr_procattr_cmdtype_set, apr_procattr_dir_set), support: 6, confidence: 85.71%
bug: apr_hash_first in ap_method_name_of, pair: (apr_array_make, apr_hash_first), support: 6, confidence: 66.67%
bug: apr_hash_first in core_dump_config, pair: (apr_array_make, apr_hash_first), support: 6, confidence: 66.67%
bug: apr_hash_first in ap_dump_mutexes, pair: (apr_array_make, apr_hash_first), support: 6, confidence: 66.67%
bug: apr_atomic_read32 in ap_queue_info_push_pool, pair: (apr_atomic_read32, apr_thread_mutex_unlock), support: 6, confidence: 66.67%
bug: apr_atomic_read32 in decrement_connection_count, pair: (apr_atomic_read32, apr_thread_mutex_unlock), support: 6, confidence: 66.67%
bug: apr_atomic_read32 in ap_queue_info_num_idlers, pair: (apr_atomic_read32, apr_thread_mutex_unlock), support: 6, confidence: 66.67%
bug: apr_atomic_read32 in decrement_connection_count, pair: (apr_atomic_casptr, apr_atomic_read32), support: 7, confidence: 77.78%
bug: apr_atomic_read32 in ap_queue_info_num_idlers, pair: (apr_atomic_casptr, apr_atomic_read32), support: 7, confidence: 77.78%
bug: apr_atomic_read32 in worker_thread, pair: (apr_atomic_read32, apr_pool_clear), support: 6, confidence: 66.67%
bug: apr_atomic_read32 in decrement_connection_count, pair: (apr_atomic_read32, apr_pool_clear), support: 6, confidence: 66.67%
bug: apr_atomic_read32 in ap_queue_info_num_idlers, pair: (apr_atomic_read32, apr_pool_clear), support: 6, confidence: 66.67%
bug: apr_pool_clear in main, pair: (apr_atomic_read32, apr_pool_clear), support: 6, confidence: 66.67%
bug: apr_pool_clear in ap_core_output_filter, pair: (apr_atomic_read32, apr_pool_clear), support: 6, confidence: 66.67%
bug: apr_pool_clear in setaside_remaining_output, pair: (apr_atomic_read32, apr_pool_clear), support: 6, confidence: 66.67%
bug: apr_atomic_read32 in worker_thread, pair: (apr_atomic_read32, apr_pool_destroy), support: 6, confidence: 66.67%
bug: apr_atomic_read32 in decrement_connection_count, pair: (apr_atomic_read32, apr_pool_destroy), support: 6, confidence: 66.67%
bug: apr_atomic_read32 in ap_queue_info_num_idlers, pair: (apr_atomic_read32, apr_pool_destroy), support: 6, confidence: 66.67%
bug: ap_queue_interrupt_all in child_main, pair: (ap_queue_interrupt_all, apr_atomic_read32), support: 3, confidence: 75.00%
bug: apr_hash_next in ap_method_name_of, pair: (apr_array_make, apr_hash_next), support: 6, confidence: 66.67%
bug: apr_hash_next in core_dump_config, pair: (apr_array_make, apr_hash_next), support: 6, confidence: 66.67%
bug: apr_hash_next in ap_dump_mutexes, pair: (apr_array_make, apr_hash_next), support: 6, confidence: 66.67%
bug: ap_finalize_request_protocol in ap_read_request, pair: (ap_finalize_request_protocol, ap_process_request_internal), support: 6, confidence: 85.71%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_finalize_request_protocol, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_finalize_request_protocol, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_finalize_request_protocol in ap_read_request, pair: (ap_finalize_request_protocol, internal_internal_redirect), support: 6, confidence: 85.71%
bug: ap_finalize_request_protocol in ap_read_request, pair: (ap_finalize_request_protocol, ap_send_error_response), support: 6, confidence: 85.71%
bug: ap_send_error_response in ap_process_http_connection, pair: (ap_finalize_request_protocol, ap_send_error_response), support: 6, confidence: 85.71%
bug: ap_finalize_request_protocol in ap_process_async_request, pair: (ap_finalize_request_protocol, apr_pstrcat), support: 5, confidence: 71.43%
bug: ap_finalize_request_protocol in ap_die, pair: (ap_finalize_request_protocol, apr_pstrcat), support: 5, confidence: 71.43%
bug: ap_dir_nofnmatch in include_config, pair: (ap_dir_nofnmatch, apr_pstrdup), support: 3, confidence: 75.00%
bug: ap_dir_nofnmatch in include_config, pair: (ap_dir_nofnmatch, apr_dir_read), support: 3, confidence: 75.00%
bug: ap_dir_nofnmatch in include_config, pair: (ap_dir_nofnmatch, apr_array_make), support: 3, confidence: 75.00%
bug: ap_parse_uri in ap_process_http_connection, pair: (ap_is_recursion_limit_exceeded, ap_parse_uri), support: 5, confidence: 83.33%
bug: ap_is_recursion_limit_exceeded in ap_sub_req_lookup_uri, pair: (ap_is_recursion_limit_exceeded, apr_table_setn), support: 4, confidence: 80.00%
bug: apr_procattr_dir_set in ap_get_exec_line, pair: (apr_procattr_dir_set, apr_procattr_error_check_set), support: 5, confidence: 83.33%
bug: ap_get_server_protocol in ap_apply_accept_filter, pair: (ap_get_server_protocol, ap_log_perror_), support: 3, confidence: 75.00%
bug: ap_get_server_protocol in ap_apply_accept_filter, pair: (ap_get_server_protocol, apr_socket_close), support: 3, confidence: 75.00%
bug: add_any_filter in core_insert_filter, pair: (add_any_filter, apr_brigade_cleanup), support: 3, confidence: 75.00%
bug: apr_brigade_cleanup in ap_check_pipeline, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_cleanup in ap_rgetline_core, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_cleanup in ap_http_chunk_filter, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_cleanup in bail_out_on_error, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_cleanup in ap_filter_flush, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_cleanup in ap_get_mime_headers_core, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: ap_get_brigade in ap_get_client_block, pair: (ap_get_brigade, apr_brigade_cleanup), support: 12, confidence: 85.71%
bug: ap_get_brigade in ap_send_http_trace, pair: (ap_get_brigade, apr_brigade_cleanup), support: 12, confidence: 85.71%
bug: ap_scan_vchar_obstext in check_headers_table, pair: (ap_scan_vchar_obstext, apr_brigade_cleanup), support: 3, confidence: 75.00%
bug: ap_scan_http_token in ap_get_mime_headers, pair: (ap_scan_http_token, apr_brigade_cleanup), support: 4, confidence: 66.67%
bug: ap_scan_http_token in check_headers_table, pair: (ap_scan_http_token, apr_brigade_cleanup), support: 4, confidence: 66.67%
bug: apr_brigade_write in ap_send_interim_response, pair: (apr_brigade_cleanup, apr_brigade_write), support: 8, confidence: 80.00%
bug: apr_brigade_write in core_upgrade_handler, pair: (apr_brigade_cleanup, apr_brigade_write), support: 8, confidence: 80.00%
bug: apr_brigade_split_ex in ap_core_input_filter, pair: (apr_brigade_cleanup, apr_brigade_split_ex), support: 3, confidence: 75.00%
bug: apr_file_flush in ap_open_logs, pair: (ap_mpm_query, apr_file_flush), support: 8, confidence: 80.00%
bug: apr_file_flush in ap_replace_stderr_log, pair: (ap_mpm_query, apr_file_flush), support: 8, confidence: 80.00%
bug: ap_find_module_short_name in log_module_name, pair: (ap_find_module_short_name, ap_mpm_query), support: 7, confidence: 87.50%
bug: ap_calloc in make_child, pair: (ap_calloc, ap_mpm_query), support: 3, confidence: 75.00%
bug: ap_escape_errorlog_item in log_env_var, pair: (ap_escape_errorlog_item, ap_mpm_query), support: 7, confidence: 70.00%
bug: ap_escape_errorlog_item in log_note, pair: (ap_escape_errorlog_item, ap_mpm_query), support: 7, confidence: 70.00%
bug: ap_escape_errorlog_item in log_header, pair: (ap_escape_errorlog_item, ap_mpm_query), support: 7, confidence: 70.00%
bug: ap_get_scoreboard_process in listener_thread, pair: (ap_get_scoreboard_process, ap_mpm_query), support: 4, confidence: 80.00%
bug: ap_cfg_closefile in process_resource_config_cb, pair: (ap_cfg_closefile, apr_pstrdup), support: 5, confidence: 83.33%
bug: ap_cfg_closefile in ap_directory_walk, pair: (ap_cfg_closefile, apr_psprintf), support: 5, confidence: 83.33%
bug: ap_build_config_sub in start_cond_section, pair: (ap_build_config_sub, ap_cfg_closefile), support: 3, confidence: 75.00%
bug: ap_cfg_closefile in ap_process_resource_config, pair: (ap_cfg_closefile, apr_pstrcat), support: 4, confidence: 66.67%
bug: ap_cfg_closefile in process_resource_config_cb, pair: (ap_cfg_closefile, apr_pstrcat), support: 4, confidence: 66.67%
bug: ap_no2slash in ap_process_request_internal, pair: (ap_no2slash, ap_unescape_url_keep2f), support: 7, confidence: 87.50%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_run_insert_filter, ap_unescape_url_keep2f), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_run_insert_filter, ap_unescape_url_keep2f), support: 4, confidence: 66.67%
bug: ap_run_header_parser in ap_process_request_internal, pair: (ap_run_header_parser, ap_unescape_url_keep2f), support: 7, confidence: 87.50%
bug: ap_getparents in ap_process_request_internal, pair: (ap_getparents, ap_unescape_url_keep2f), support: 7, confidence: 87.50%
bug: internal_internal_redirect in ap_die, pair: (ap_unescape_url_keep2f, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in internal_internal_redirect, pair: (ap_unescape_url_keep2f, internal_internal_redirect), support: 4, confidence: 66.67%
bug: ap_unescape_url_keep2f in ap_process_async_request, pair: (ap_make_method_list, ap_unescape_url_keep2f), support: 6, confidence: 85.71%
bug: ap_make_method_list in ap_process_http_connection, pair: (ap_make_method_list, ap_unescape_url_keep2f), support: 6, confidence: 85.71%
bug: apr_atomic_cas32 in ap_queue_info_try_get_idler, pair: (apr_atomic_cas32, apr_thread_mutex_unlock), support: 5, confidence: 71.43%
bug: apr_atomic_cas32 in child_main, pair: (apr_atomic_cas32, apr_thread_mutex_unlock), support: 5, confidence: 71.43%
bug: apr_atomic_cas32 in ap_queue_info_try_get_idler, pair: (apr_atomic_cas32, apr_atomic_casptr), support: 5, confidence: 71.43%
bug: apr_atomic_cas32 in join_workers, pair: (apr_atomic_cas32, apr_atomic_casptr), support: 5, confidence: 71.43%
bug: apr_atomic_cas32 in ap_queue_info_try_get_idler, pair: (apr_atomic_cas32, apr_pollset_remove), support: 6, confidence: 85.71%
bug: apr_pollset_remove in process_timeout_queue, pair: (apr_atomic_cas32, apr_pollset_remove), support: 6, confidence: 85.71%
bug: invoke_cmd in ap_build_config, pair: (ap_log_perror_, invoke_cmd), support: 8, confidence: 80.00%
bug: invoke_cmd in ap_build_cont_config, pair: (ap_log_perror_, invoke_cmd), support: 8, confidence: 80.00%
bug: ap_log_perror_ in event_run, pair: (ap_log_perror_, apr_pstrdup), support: 14, confidence: 82.35%
bug: ap_log_perror_ in ap_setup_listeners, pair: (ap_log_perror_, apr_pstrdup), support: 14, confidence: 82.35%
bug: ap_log_perror_ in set_http_method, pair: (ap_log_perror_, apr_pstrdup), support: 14, confidence: 82.35%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_no2slash, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_no2slash, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: internal_internal_redirect in ap_die, pair: (ap_no2slash, internal_internal_redirect), support: 4, confidence: 66.67%
bug: internal_internal_redirect in internal_internal_redirect, pair: (ap_no2slash, internal_internal_redirect), support: 4, confidence: 66.67%
bug: ap_no2slash in ap_process_async_request, pair: (ap_make_method_list, ap_no2slash), support: 6, confidence: 75.00%
bug: ap_no2slash in ap_process_request_internal, pair: (ap_make_method_list, ap_no2slash), support: 6, confidence: 75.00%
bug: ap_make_method_list in ap_process_http_connection, pair: (ap_make_method_list, ap_no2slash), support: 6, confidence: 85.71%
bug: getrlimit in ap_unixd_set_rlimit, pair: (ap_getword_conf, getrlimit), support: 3, confidence: 75.00%
bug: add_any_filter in core_insert_filter, pair: (add_any_filter, ap_pass_brigade), support: 3, confidence: 75.00%
bug: add_any_filter in core_insert_filter, pair: (add_any_filter, apr_brigade_create), support: 3, confidence: 75.00%
bug: apr_pollset_remove in child_main, pair: (apr_pollset_remove, apr_thread_mutex_unlock), support: 6, confidence: 85.71%
bug: ap_queue_interrupt_all in child_main, pair: (ap_queue_interrupt_all, apr_thread_mutex_unlock), support: 3, confidence: 75.00%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_process_request_internal, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_process_request_internal, ap_run_insert_filter), support: 4, confidence: 66.67%
bug: ap_process_request_internal in op_file_subr, pair: (ap_process_request_internal, ap_send_error_response), support: 7, confidence: 70.00%
bug: ap_process_request_internal in ap_sub_req_lookup_uri, pair: (ap_process_request_internal, ap_send_error_response), support: 7, confidence: 70.00%
bug: ap_process_request_internal in ap_process_request, pair: (ap_process_request_internal, ap_send_error_response), support: 7, confidence: 70.00%
bug: ap_process_request_internal in ap_process_http_connection, pair: (ap_process_request_internal, apr_table_setn), support: 7, confidence: 70.00%
bug: ap_process_request_internal in ap_sub_req_lookup_uri, pair: (ap_process_request_internal, apr_table_setn), support: 7, confidence: 70.00%
bug: ap_process_request_internal in ap_process_request, pair: (ap_process_request_internal, apr_table_setn), support: 7, confidence: 70.00%
